Year,Month,comid,count_Temp,monthly_mean_Temp_C_pd,std_Temp,min_Temp,25%_Temp,50%_Temp,75%_Temp,max_Temp,count_Precip,monthly_mean_Precip_mm_pd,std_Precip,min_Precip,25%_Precip,50%_Precip,75%_Precip,max_Precip,count_Runoff,monthly_mean_Runoff_mm_pd,std_Runoff,min_Runoff,25%_Runoff,50%_Runoff,75%_Runoff,max_Runoff
1981,4,8627469,30,14.956,3.936079443,6.96,12.7125,15.725,17.1775,21.92,30,1.941,3.279281198,0,0,0.39,1.9375,12.57,30,0.040903333,0.099489977,0,0,0.00025,0.015,0.4921
1981,4,8628577,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628579,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628581,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628587,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628591,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628603,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628611,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628623,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628627,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
