,Year,Month,count,mean,std,min,25%,50%,75%,max,monthly_mean,YYYY/MO
186,1996,7,31.0,0.1659032258064516,0.4307015165083362,0.0,0.0,0.0,0.0446499999999999,1.9397,5.142999999999999,1996/7
187,1996,8,31.0,0.5621354838709677,2.401332333594329,0.0,0.0,0.0002,0.0751,13.3037,17.426199999999998,1996/8
188,1996,9,30.0,1.2392666666666663,3.834340448012457,0.0,0.0,0.0173499999999999,0.141925,20.2889,37.17799999999999,1996/9
189,1996,10,31.0,0.1021645161290322,0.4292297446577121,0.0,0.0,0.0,0.00655,2.3152,3.1670999999999982,1996/10
190,1996,11,30.0,0.4095866666666666,1.9168974121693652,0.0,0.0,0.00015,0.005875,10.5278,12.287599999999998,1996/11
191,1996,12,31.0,0.1843774193548386,0.4909938877485662,0.0,0.0,0.0003,0.101,2.2944,5.7156999999999965,1996/12
192,1997,1,31.0,0.1026645161290322,0.3096098518548649,0.0,0.0,0.0003,0.10655,1.7076,3.182599999999998,1997/1
193,1997,2,28.0,0.092675,0.2620495918926628,0.0,0.0,0.0014,0.0718,1.3302,2.5949,1997/2
194,1997,3,31.0,0.181616129032258,0.4792602494795316,0.0,0.0,0.0,0.06195,2.0746,5.630099999999998,1997/3
195,1997,4,30.0,0.1057233333333333,0.2994694799754753,0.0,0.0,0.0,0.020775,1.4589,3.1716999999999986,1997/4
196,1997,5,31.0,0.0219354838709677,0.0463261448744089,0.0,0.0,0.0,0.0169,0.2137,0.6799999999999987,1997/5
197,1997,6,30.0,0.3187366666666666,0.9693778781662812,0.0,0.0,0.0,0.05255,4.8219,9.5621,1997/6
198,1997,7,31.0,0.1034612903225806,0.2758084826800647,0.0,0.0,0.0,0.0404,1.342,3.2072999999999987,1997/7
199,1997,8,31.0,0.1564419354838709,0.6183796529501887,0.0,0.0,0.0,0.0005499999999999,3.2626,4.849699999999998,1997/8
200,1997,9,30.0,0.25455,0.7331752981099544,0.0,0.0,0.0,0.086225,3.2726,7.6365,1997/9
201,1997,10,31.0,0.0384935483870967,0.111414801337117,0.0,0.0,0.0,0.00125,0.5668,1.1932999999999976,1997/10
202,1997,11,30.0,0.13456,0.4592281775266875,0.0,0.0,0.001,0.0149,2.0594,4.0368,1997/11
203,1997,12,31.0,0.0386387096774193,0.0864238534874076,0.0,0.0,0.0,0.0012,0.2959,1.1977999999999984,1997/12
204,1998,1,31.0,0.6663999999999999,1.775457055521198,0.0,0.0,0.0762,0.27425,8.8944,20.658399999999997,1998/1
205,1998,2,28.0,0.5870464285714286,1.3878769724754112,0.0,0.0,0.06555,0.19035,5.6853,16.4373,1998/2
206,1998,3,31.0,0.6434225806451614,2.6125762382126028,0.0,0.0,0.0,0.00085,14.4313,19.946100000000005,1998/3
207,1998,4,30.0,0.3269999999999999,0.8661095626320949,0.0,0.0,0.0001,0.00355,3.1674,9.809999999999997,1998/4
208,1998,5,31.0,0.4423612903225807,0.7674111156685267,0.0,0.0,0.0072,0.67765,2.9598,13.713200000000002,1998/5
209,1998,6,30.0,0.1638333333333333,0.4554664114443819,0.0,0.0,0.0015,0.1159,2.4191,4.914999999999999,1998/6
210,1998,7,31.0,0.059116129032258,0.1607741233258101,0.0,0.0,0.0,0.00715,0.7535,1.832599999999998,1998/7
211,1998,8,31.0,0.1129548387096774,0.4772669552348454,0.0,0.0,0.0,0.0001,2.6327,3.5015999999999994,1998/8
212,1998,9,30.0,0.00635,0.0243580865280987,0.0,0.0,0.0,0.0,0.1296,0.1905,1998/9
213,1998,10,31.0,0.0860290322580645,0.4711948267921653,0.0,0.0,0.0,0.0,2.6248,2.6668999999999996,1998/10
